fastbaps_cluster	genome_1	genome_2	dist	patient.x	country.x	patient.y	country.y
fastbaps_cluster_09	ERR2988361	ERR3337649	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3337657	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3337667	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468806	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468814	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468898	3	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468899	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468906	3	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468926	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468956	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3468986	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3524766	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3524767	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3524774	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3524777	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3566296	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR3566298	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR4022288	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988361	ERR4022296	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR4022304	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR4022330	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR4022334	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988361	ERR4022397	36	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988361	ERR4022412	37	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988386	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR2988386	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988386	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR2988386	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988386	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988386	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988386	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988386	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988386	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988386	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988386	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR2988386	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337657	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3337667	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468806	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468814	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468898	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468899	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468906	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468926	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468956	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3468986	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3524766	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3524767	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3524774	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3524777	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3566296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR3566298	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR4022288	32	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988386	ERR4022296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR4022304	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR4022330	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR4022334	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988386	ERR4022397	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988386	ERR4022412	35	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988413	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR2988413	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988413	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR2988413	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988413	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988413	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988413	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988413	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988413	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988413	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988413	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR2988413	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337657	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3337667	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468806	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468814	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468898	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468899	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468906	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468926	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468956	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3468986	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3524766	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3524767	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3524774	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3524777	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3566296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR3566298	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR4022288	32	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988413	ERR4022296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR4022304	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR4022330	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR4022334	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988413	ERR4022397	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988413	ERR4022412	35	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988421	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR2988421	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988421	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR2988421	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988421	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988421	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR2988421	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988421	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988421	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988421	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988421	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR2988421	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337657	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3337667	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468806	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468814	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468898	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468899	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468906	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468926	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468956	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3468986	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3524766	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3524767	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3524774	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3524777	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3566296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR3566298	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR4022288	32	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988421	ERR4022296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR4022304	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR4022330	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR4022334	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR2988421	ERR4022397	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988421	ERR4022412	35	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR2988423	23IE172_S11_L001	57	VT_192	UK	P02	Ireland
fastbaps_cluster_09	ERR2988423	23IE175_S14_L001	57	VT_192	UK	P07	Ireland
fastbaps_cluster_09	ERR2988423	23IE186_S25_L001	64	VT_192	UK	P04	Ireland
fastbaps_cluster_09	ERR2988423	23IE189_S28_L001	59	VT_192	UK	P07	Ireland
fastbaps_cluster_09	ERR2988423	23IE199_S38_L001	57	VT_192	UK	P07	Ireland
fastbaps_cluster_09	ERR2988423	23IE206_S45_L001	60	VT_192	UK	P07	Ireland
fastbaps_cluster_09	ERR2988423	ERR12861491	79	VT_192	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988423	ERR12861493	78	VT_192	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR2988423	ERR12861533	8	VT_192	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988423	ERR12861548	8	VT_192	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR2988423	ERR2988361	76	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR2988386	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR2988413	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR2988421	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR2988423	0	VT_192	UK	VT_192	UK
fastbaps_cluster_09	ERR2988423	ERR3337415	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337422	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337448	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337551	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337555	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337649	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337657	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3337667	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468806	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468814	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468898	75	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468899	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468906	75	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468926	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468956	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3468986	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3524766	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3524767	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3524774	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3524777	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3566296	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR3566298	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR4022288	54	VT_192	UK	VT_221	UK
fastbaps_cluster_09	ERR2988423	ERR4022296	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR4022304	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR4022330	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR4022334	74	VT_192	UK	VT_241	UK
fastbaps_cluster_09	ERR2988423	ERR4022397	56	VT_192	UK	VT_221	UK
fastbaps_cluster_09	ERR2988423	ERR4022412	57	VT_192	UK	VT_221	UK
fastbaps_cluster_09	ERR3337415	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR3337415	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337415	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR3337415	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337415	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337415	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337415	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337415	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337415	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337415	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337415	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR3337415	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337657	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3337667	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468806	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468814	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468898	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468899	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468906	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468926	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468956	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3468986	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3524766	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3524767	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3524774	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3524777	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3566296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR3566298	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR4022288	32	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337415	ERR4022296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR4022304	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR4022330	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR4022334	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337415	ERR4022397	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337415	ERR4022412	35	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337422	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR3337422	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337422	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR3337422	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337422	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337422	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337422	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337422	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337422	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337422	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337422	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR3337422	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337657	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3337667	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468806	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468814	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468898	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468899	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468906	1	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468926	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468956	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3468986	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3524766	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3524767	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3524774	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3524777	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3566296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR3566298	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR4022288	32	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337422	ERR4022296	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR4022304	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR4022330	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR4022334	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337422	ERR4022397	34	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337422	ERR4022412	35	VT_241	UK	VT_221	UK
fastbaps_cluster_09	ERR3337448	23IE172_S11_L001	35	VT_241	UK	P02	Ireland
fastbaps_cluster_09	ERR3337448	23IE175_S14_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337448	23IE186_S25_L001	42	VT_241	UK	P04	Ireland
fastbaps_cluster_09	ERR3337448	23IE189_S28_L001	37	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337448	23IE199_S38_L001	35	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337448	23IE206_S45_L001	38	VT_241	UK	P07	Ireland
fastbaps_cluster_09	ERR3337448	ERR12861491	57	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337448	ERR12861493	56	VT_241	UK	Wetzstein_033	Germany
fastbaps_cluster_09	ERR3337448	ERR12861533	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337448	ERR12861548	74	VT_241	UK	Wetzstein_125	Germany
fastbaps_cluster_09	ERR3337448	ERR2988361	2	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR2988386	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR2988413	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR2988421	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR2988423	74	VT_241	UK	VT_192	UK
fastbaps_cluster_09	ERR3337448	ERR3337415	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337422	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337448	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337551	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337555	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337649	0	VT_241	UK	VT_241	UK
fastbaps_cluster_09	ERR3337448	ERR3337657	0	VT_241	UK	VT_241	UK
