gene.id	gene.name	cds.id	chr	chr.coding.start	chr.coding.end	cds.start	cds.end	length	strand
IMFOIEKC_01369:mctB	IMFOIEKC_01369:mctB	IMFOIEKC_01369:mctB	gnl|X|IMFOIEKC_1	1453400	1454353	1	954	954	1
IMFOIEKC_01370:pyrG	IMFOIEKC_01370:pyrG	IMFOIEKC_01370:pyrG	gnl|X|IMFOIEKC_1	1454476	1456227	1	1752	1752	1
IMFOIEKC_01371:IMFOIEKC_01371	IMFOIEKC_01371:IMFOIEKC_01371	IMFOIEKC_01371:IMFOIEKC_01371	gnl|X|IMFOIEKC_1	1456220	1456843	1	624	624	1
IMFOIEKC_01372:xerD_4	IMFOIEKC_01372:xerD_4	IMFOIEKC_01372:xerD_4	gnl|X|IMFOIEKC_1	1456840	1457781	1	942	942	1
IMFOIEKC_01373:trmR_1	IMFOIEKC_01373:trmR_1	IMFOIEKC_01373:trmR_1	gnl|X|IMFOIEKC_1	1457807	1458631	1	825	825	-1
IMFOIEKC_01374:IMFOIEKC_01374	IMFOIEKC_01374:IMFOIEKC_01374	IMFOIEKC_01374:IMFOIEKC_01374	gnl|X|IMFOIEKC_1	1458797	1459660	1	864	864	1
IMFOIEKC_01375:scpA_1	IMFOIEKC_01375:scpA_1	IMFOIEKC_01375:scpA_1	gnl|X|IMFOIEKC_1	1459657	1460475	1	819	819	1
IMFOIEKC_01376:scpB	IMFOIEKC_01376:scpB	IMFOIEKC_01376:scpB	gnl|X|IMFOIEKC_1	1460472	1461179	1	708	708	1
IMFOIEKC_01377:IMFOIEKC_01377	IMFOIEKC_01377:IMFOIEKC_01377	IMFOIEKC_01377:IMFOIEKC_01377	gnl|X|IMFOIEKC_1	1461179	1461922	1	744	744	1
IMFOIEKC_01378:cmk	IMFOIEKC_01378:cmk	IMFOIEKC_01378:cmk	gnl|X|IMFOIEKC_1	1461919	1462605	1	687	687	1
IMFOIEKC_01379:der	IMFOIEKC_01379:der	IMFOIEKC_01379:der	gnl|X|IMFOIEKC_1	1462602	1464002	1	1401	1401	1
IMFOIEKC_01381:IMFOIEKC_01381	IMFOIEKC_01381:IMFOIEKC_01381	IMFOIEKC_01381:IMFOIEKC_01381	gnl|X|IMFOIEKC_1	1464289	1464954	1	666	666	-1
IMFOIEKC_01382:IMFOIEKC_01382	IMFOIEKC_01382:IMFOIEKC_01382	IMFOIEKC_01382:IMFOIEKC_01382	gnl|X|IMFOIEKC_1	1465003	1465437	1	435	435	-1
IMFOIEKC_01383:gap_2	IMFOIEKC_01383:gap_2	IMFOIEKC_01383:gap_2	gnl|X|IMFOIEKC_1	1465554	1466339	1	786	786	-1
IMFOIEKC_01384:mbtH_1	IMFOIEKC_01384:mbtH_1	IMFOIEKC_01384:mbtH_1	gnl|X|IMFOIEKC_1	1467465	1467683	1	219	219	1
IMFOIEKC_01385:dltA_2	IMFOIEKC_01385:dltA_2	IMFOIEKC_01385:dltA_2	gnl|X|IMFOIEKC_1	1467740	1489321	1	21582	21582	1
IMFOIEKC_01386:IMFOIEKC_01386	IMFOIEKC_01386:IMFOIEKC_01386	IMFOIEKC_01386:IMFOIEKC_01386	gnl|X|IMFOIEKC_1	1489318	1489512	1	195	195	1
IMFOIEKC_01387:IMFOIEKC_01387	IMFOIEKC_01387:IMFOIEKC_01387	IMFOIEKC_01387:IMFOIEKC_01387	gnl|X|IMFOIEKC_1	1489665	1491029	1	1365	1365	-1
IMFOIEKC_01388:IMFOIEKC_01388	IMFOIEKC_01388:IMFOIEKC_01388	IMFOIEKC_01388:IMFOIEKC_01388	gnl|X|IMFOIEKC_1	1491276	1492682	1	1407	1407	1
IMFOIEKC_01389:IMFOIEKC_01389	IMFOIEKC_01389:IMFOIEKC_01389	IMFOIEKC_01389:IMFOIEKC_01389	gnl|X|IMFOIEKC_1	1492782	1493462	1	681	681	-1
IMFOIEKC_01390:ssuD_2	IMFOIEKC_01390:ssuD_2	IMFOIEKC_01390:ssuD_2	gnl|X|IMFOIEKC_1	1493524	1494444	1	921	921	1
IMFOIEKC_01391:IMFOIEKC_01391	IMFOIEKC_01391:IMFOIEKC_01391	IMFOIEKC_01391:IMFOIEKC_01391	gnl|X|IMFOIEKC_1	1494446	1495321	1	876	876	-1
IMFOIEKC_01392:IMFOIEKC_01392	IMFOIEKC_01392:IMFOIEKC_01392	IMFOIEKC_01392:IMFOIEKC_01392	gnl|X|IMFOIEKC_1	1495388	1496539	1	1152	1152	1
IMFOIEKC_01393:mmcO_1	IMFOIEKC_01393:mmcO_1	IMFOIEKC_01393:mmcO_1	gnl|X|IMFOIEKC_1	1496566	1498011	1	1446	1446	-1
IMFOIEKC_01394:rutF	IMFOIEKC_01394:rutF	IMFOIEKC_01394:rutF	gnl|X|IMFOIEKC_1	1498244	1498741	1	498	498	1
IMFOIEKC_01395:IMFOIEKC_01395	IMFOIEKC_01395:IMFOIEKC_01395	IMFOIEKC_01395:IMFOIEKC_01395	gnl|X|IMFOIEKC_1	1498744	1499454	1	711	711	1
IMFOIEKC_01396:IMFOIEKC_01396	IMFOIEKC_01396:IMFOIEKC_01396	IMFOIEKC_01396:IMFOIEKC_01396	gnl|X|IMFOIEKC_1	1499494	1499961	1	468	468	1
IMFOIEKC_01397:naiP	IMFOIEKC_01397:naiP	IMFOIEKC_01397:naiP	gnl|X|IMFOIEKC_1	1500206	1501696	1	1491	1491	-1
IMFOIEKC_01398:gshAB	IMFOIEKC_01398:gshAB	IMFOIEKC_01398:gshAB	gnl|X|IMFOIEKC_1	1501700	1503493	1	1794	1794	-1
IMFOIEKC_01399:asnB_1	IMFOIEKC_01399:asnB_1	IMFOIEKC_01399:asnB_1	gnl|X|IMFOIEKC_1	1503490	1505229	1	1740	1740	-1
IMFOIEKC_01400:lgrD_3	IMFOIEKC_01400:lgrD_3	IMFOIEKC_01400:lgrD_3	gnl|X|IMFOIEKC_1	1505455	1515273	1	9819	9819	-1
IMFOIEKC_01401:IMFOIEKC_01401	IMFOIEKC_01401:IMFOIEKC_01401	IMFOIEKC_01401:IMFOIEKC_01401	gnl|X|IMFOIEKC_1	1516238	1516438	1	201	201	1
IMFOIEKC_01402:kstD_2	IMFOIEKC_01402:kstD_2	IMFOIEKC_01402:kstD_2	gnl|X|IMFOIEKC_1	1516670	1518376	1	1707	1707	-1
IMFOIEKC_01403:kshA_2	IMFOIEKC_01403:kshA_2	IMFOIEKC_01403:kshA_2	gnl|X|IMFOIEKC_1	1518517	1519629	1	1113	1113	1
IMFOIEKC_01404:IMFOIEKC_01404	IMFOIEKC_01404:IMFOIEKC_01404	IMFOIEKC_01404:IMFOIEKC_01404	gnl|X|IMFOIEKC_1	1519641	1519916	1	276	276	1
IMFOIEKC_01405:IMFOIEKC_01405	IMFOIEKC_01405:IMFOIEKC_01405	IMFOIEKC_01405:IMFOIEKC_01405	gnl|X|IMFOIEKC_1	1519931	1520737	1	807	807	1
IMFOIEKC_01406:bacC_4	IMFOIEKC_01406:bacC_4	IMFOIEKC_01406:bacC_4	gnl|X|IMFOIEKC_1	1520844	1521626	1	783	783	-1
IMFOIEKC_01407:IMFOIEKC_01407	IMFOIEKC_01407:IMFOIEKC_01407	IMFOIEKC_01407:IMFOIEKC_01407	gnl|X|IMFOIEKC_1	1521647	1522723	1	1077	1077	-1
IMFOIEKC_01408:aes_1	IMFOIEKC_01408:aes_1	IMFOIEKC_01408:aes_1	gnl|X|IMFOIEKC_1	1522768	1523751	1	984	984	-1
IMFOIEKC_01409:IMFOIEKC_01409	IMFOIEKC_01409:IMFOIEKC_01409	IMFOIEKC_01409:IMFOIEKC_01409	gnl|X|IMFOIEKC_1	1523758	1524591	1	834	834	-1
IMFOIEKC_01410:IMFOIEKC_01410	IMFOIEKC_01410:IMFOIEKC_01410	IMFOIEKC_01410:IMFOIEKC_01410	gnl|X|IMFOIEKC_1	1524630	1525109	1	480	480	-1
IMFOIEKC_01411:hapE_1	IMFOIEKC_01411:hapE_1	IMFOIEKC_01411:hapE_1	gnl|X|IMFOIEKC_1	1525329	1527257	1	1929	1929	1
IMFOIEKC_01412:fabG_4	IMFOIEKC_01412:fabG_4	IMFOIEKC_01412:fabG_4	gnl|X|IMFOIEKC_1	1527254	1528141	1	888	888	1
IMFOIEKC_01413:IMFOIEKC_01413	IMFOIEKC_01413:IMFOIEKC_01413	IMFOIEKC_01413:IMFOIEKC_01413	gnl|X|IMFOIEKC_1	1528138	1528470	1	333	333	-1
IMFOIEKC_01414:IMFOIEKC_01414	IMFOIEKC_01414:IMFOIEKC_01414	IMFOIEKC_01414:IMFOIEKC_01414	gnl|X|IMFOIEKC_1	1528758	1529165	1	408	408	-1
IMFOIEKC_01415:nlhH_3	IMFOIEKC_01415:nlhH_3	IMFOIEKC_01415:nlhH_3	gnl|X|IMFOIEKC_1	1529200	1530123	1	924	924	-1
IMFOIEKC_01416:IMFOIEKC_01416	IMFOIEKC_01416:IMFOIEKC_01416	IMFOIEKC_01416:IMFOIEKC_01416	gnl|X|IMFOIEKC_1	1530120	1530956	1	837	837	-1
IMFOIEKC_01417:urdA	IMFOIEKC_01417:urdA	IMFOIEKC_01417:urdA	gnl|X|IMFOIEKC_1	1531099	1532211	1	1113	1113	-1
IMFOIEKC_01418:hsaC_2	IMFOIEKC_01418:hsaC_2	IMFOIEKC_01418:hsaC_2	gnl|X|IMFOIEKC_1	1532570	1533478	1	909	909	-1
IMFOIEKC_01419:hsaA_2	IMFOIEKC_01419:hsaA_2	IMFOIEKC_01419:hsaA_2	gnl|X|IMFOIEKC_1	1533489	1534673	1	1185	1185	-1
IMFOIEKC_01420:IMFOIEKC_01420	IMFOIEKC_01420:IMFOIEKC_01420	IMFOIEKC_01420:IMFOIEKC_01420	gnl|X|IMFOIEKC_1	1534903	1536108	1	1206	1206	1
IMFOIEKC_01421:limC_2	IMFOIEKC_01421:limC_2	IMFOIEKC_01421:limC_2	gnl|X|IMFOIEKC_1	1536272	1537078	1	807	807	-1
IMFOIEKC_01422:pamO_1	IMFOIEKC_01422:pamO_1	IMFOIEKC_01422:pamO_1	gnl|X|IMFOIEKC_1	1537078	1538661	1	1584	1584	-1
IMFOIEKC_01423:limC_3	IMFOIEKC_01423:limC_3	IMFOIEKC_01423:limC_3	gnl|X|IMFOIEKC_1	1538835	1539683	1	849	849	1
IMFOIEKC_01424:hsaD_2	IMFOIEKC_01424:hsaD_2	IMFOIEKC_01424:hsaD_2	gnl|X|IMFOIEKC_1	1539735	1540640	1	906	906	-1
IMFOIEKC_01425:IMFOIEKC_01425	IMFOIEKC_01425:IMFOIEKC_01425	IMFOIEKC_01425:IMFOIEKC_01425	gnl|X|IMFOIEKC_1	1540708	1542102	1	1395	1395	-1
IMFOIEKC_01426:IMFOIEKC_01426	IMFOIEKC_01426:IMFOIEKC_01426	IMFOIEKC_01426:IMFOIEKC_01426	gnl|X|IMFOIEKC_1	1542292	1542726	1	435	435	-1
IMFOIEKC_01427:IMFOIEKC_01427	IMFOIEKC_01427:IMFOIEKC_01427	IMFOIEKC_01427:IMFOIEKC_01427	gnl|X|IMFOIEKC_1	1542974	1543207	1	234	234	1
IMFOIEKC_01428:linX	IMFOIEKC_01428:linX	IMFOIEKC_01428:linX	gnl|X|IMFOIEKC_1	1543302	1544147	1	846	846	-1
IMFOIEKC_01429:aes_2	IMFOIEKC_01429:aes_2	IMFOIEKC_01429:aes_2	gnl|X|IMFOIEKC_1	1544334	1545395	1	1062	1062	1
IMFOIEKC_01430:IMFOIEKC_01430	IMFOIEKC_01430:IMFOIEKC_01430	IMFOIEKC_01430:IMFOIEKC_01430	gnl|X|IMFOIEKC_1	1545564	1548182	1	2619	2619	1
IMFOIEKC_01431:IMFOIEKC_01431	IMFOIEKC_01431:IMFOIEKC_01431	IMFOIEKC_01431:IMFOIEKC_01431	gnl|X|IMFOIEKC_1	1548187	1548351	1	165	165	-1
IMFOIEKC_01432:IMFOIEKC_01432	IMFOIEKC_01432:IMFOIEKC_01432	IMFOIEKC_01432:IMFOIEKC_01432	gnl|X|IMFOIEKC_1	1548667	1549845	1	1179	1179	1
IMFOIEKC_01433:carC_2	IMFOIEKC_01433:carC_2	IMFOIEKC_01433:carC_2	gnl|X|IMFOIEKC_1	1549865	1551001	1	1137	1137	1
IMFOIEKC_01434:IMFOIEKC_01434	IMFOIEKC_01434:IMFOIEKC_01434	IMFOIEKC_01434:IMFOIEKC_01434	gnl|X|IMFOIEKC_1	1550994	1551494	1	501	501	1
IMFOIEKC_01435:IMFOIEKC_01435	IMFOIEKC_01435:IMFOIEKC_01435	IMFOIEKC_01435:IMFOIEKC_01435	gnl|X|IMFOIEKC_1	1551521	1551958	1	438	438	1
IMFOIEKC_01436:IMFOIEKC_01436	IMFOIEKC_01436:IMFOIEKC_01436	IMFOIEKC_01436:IMFOIEKC_01436	gnl|X|IMFOIEKC_1	1551955	1553157	1	1203	1203	1
IMFOIEKC_01437:IMFOIEKC_01437	IMFOIEKC_01437:IMFOIEKC_01437	IMFOIEKC_01437:IMFOIEKC_01437	gnl|X|IMFOIEKC_1	1553160	1553561	1	402	402	1
IMFOIEKC_01438:IMFOIEKC_01438	IMFOIEKC_01438:IMFOIEKC_01438	IMFOIEKC_01438:IMFOIEKC_01438	gnl|X|IMFOIEKC_1	1553558	1553731	1	174	174	1
IMFOIEKC_01439:pamO_2	IMFOIEKC_01439:pamO_2	IMFOIEKC_01439:pamO_2	gnl|X|IMFOIEKC_1	1553728	1555323	1	1596	1596	1
IMFOIEKC_01440:IMFOIEKC_01440	IMFOIEKC_01440:IMFOIEKC_01440	IMFOIEKC_01440:IMFOIEKC_01440	gnl|X|IMFOIEKC_1	1555320	1556939	1	1620	1620	1
IMFOIEKC_01441:IMFOIEKC_01441	IMFOIEKC_01441:IMFOIEKC_01441	IMFOIEKC_01441:IMFOIEKC_01441	gnl|X|IMFOIEKC_1	1556942	1557376	1	435	435	-1
IMFOIEKC_01442:IMFOIEKC_01442	IMFOIEKC_01442:IMFOIEKC_01442	IMFOIEKC_01442:IMFOIEKC_01442	gnl|X|IMFOIEKC_1	1558401	1559531	1	1131	1131	-1
IMFOIEKC_01443:IMFOIEKC_01443	IMFOIEKC_01443:IMFOIEKC_01443	IMFOIEKC_01443:IMFOIEKC_01443	gnl|X|IMFOIEKC_1	1559521	1560750	1	1230	1230	-1
IMFOIEKC_01444:IMFOIEKC_01444	IMFOIEKC_01444:IMFOIEKC_01444	IMFOIEKC_01444:IMFOIEKC_01444	gnl|X|IMFOIEKC_1	1560821	1561768	1	948	948	-1
IMFOIEKC_01445:IMFOIEKC_01445	IMFOIEKC_01445:IMFOIEKC_01445	IMFOIEKC_01445:IMFOIEKC_01445	gnl|X|IMFOIEKC_1	1561762	1562991	1	1230	1230	-1
IMFOIEKC_01446:IMFOIEKC_01446	IMFOIEKC_01446:IMFOIEKC_01446	IMFOIEKC_01446:IMFOIEKC_01446	gnl|X|IMFOIEKC_1	1562988	1563707	1	720	720	-1
IMFOIEKC_01447:IMFOIEKC_01447	IMFOIEKC_01447:IMFOIEKC_01447	IMFOIEKC_01447:IMFOIEKC_01447	gnl|X|IMFOIEKC_1	1563907	1564383	1	477	477	1
IMFOIEKC_01448:IMFOIEKC_01448	IMFOIEKC_01448:IMFOIEKC_01448	IMFOIEKC_01448:IMFOIEKC_01448	gnl|X|IMFOIEKC_1	1564395	1564886	1	492	492	-1
IMFOIEKC_01449:IMFOIEKC_01449	IMFOIEKC_01449:IMFOIEKC_01449	IMFOIEKC_01449:IMFOIEKC_01449	gnl|X|IMFOIEKC_1	1564917	1565552	1	636	636	-1
IMFOIEKC_01450:sigF_1	IMFOIEKC_01450:sigF_1	IMFOIEKC_01450:sigF_1	gnl|X|IMFOIEKC_1	1565679	1566488	1	810	810	-1
IMFOIEKC_01451:baiA_1	IMFOIEKC_01451:baiA_1	IMFOIEKC_01451:baiA_1	gnl|X|IMFOIEKC_1	1567227	1568117	1	891	891	1
IMFOIEKC_01452:IMFOIEKC_01452	IMFOIEKC_01452:IMFOIEKC_01452	IMFOIEKC_01452:IMFOIEKC_01452	gnl|X|IMFOIEKC_1	1568151	1568798	1	648	648	-1
IMFOIEKC_01453:IMFOIEKC_01453	IMFOIEKC_01453:IMFOIEKC_01453	IMFOIEKC_01453:IMFOIEKC_01453	gnl|X|IMFOIEKC_1	1569003	1569677	1	675	675	-1
IMFOIEKC_01454:IMFOIEKC_01454	IMFOIEKC_01454:IMFOIEKC_01454	IMFOIEKC_01454:IMFOIEKC_01454	gnl|X|IMFOIEKC_1	1569862	1571628	1	1767	1767	1
IMFOIEKC_01455:IMFOIEKC_01455	IMFOIEKC_01455:IMFOIEKC_01455	IMFOIEKC_01455:IMFOIEKC_01455	gnl|X|IMFOIEKC_1	1571665	1572174	1	510	510	-1
IMFOIEKC_01456:IMFOIEKC_01456	IMFOIEKC_01456:IMFOIEKC_01456	IMFOIEKC_01456:IMFOIEKC_01456	gnl|X|IMFOIEKC_1	1572367	1572942	1	576	576	1
IMFOIEKC_01457:rhlE	IMFOIEKC_01457:rhlE	IMFOIEKC_01457:rhlE	gnl|X|IMFOIEKC_1	1572951	1574318	1	1368	1368	-1
IMFOIEKC_01458:menB_1	IMFOIEKC_01458:menB_1	IMFOIEKC_01458:menB_1	gnl|X|IMFOIEKC_1	1574632	1575537	1	906	906	1
IMFOIEKC_01459:ksdD_1	IMFOIEKC_01459:ksdD_1	IMFOIEKC_01459:ksdD_1	gnl|X|IMFOIEKC_1	1575570	1577315	1	1746	1746	-1
IMFOIEKC_01460:IMFOIEKC_01460	IMFOIEKC_01460:IMFOIEKC_01460	IMFOIEKC_01460:IMFOIEKC_01460	gnl|X|IMFOIEKC_1	1577312	1578697	1	1386	1386	-1
IMFOIEKC_01461:lcfB_3	IMFOIEKC_01461:lcfB_3	IMFOIEKC_01461:lcfB_3	gnl|X|IMFOIEKC_1	1578716	1580239	1	1524	1524	-1
IMFOIEKC_01462:dpgD_1	IMFOIEKC_01462:dpgD_1	IMFOIEKC_01462:dpgD_1	gnl|X|IMFOIEKC_1	1580249	1581121	1	873	873	-1
IMFOIEKC_01463:IMFOIEKC_01463	IMFOIEKC_01463:IMFOIEKC_01463	IMFOIEKC_01463:IMFOIEKC_01463	gnl|X|IMFOIEKC_1	1581173	1581379	1	207	207	-1
IMFOIEKC_01464:bkdA2	IMFOIEKC_01464:bkdA2	IMFOIEKC_01464:bkdA2	gnl|X|IMFOIEKC_1	1581402	1582412	1	1011	1011	-1
IMFOIEKC_01465:acoA	IMFOIEKC_01465:acoA	IMFOIEKC_01465:acoA	gnl|X|IMFOIEKC_1	1582424	1583416	1	993	993	-1
IMFOIEKC_01466:IMFOIEKC_01466	IMFOIEKC_01466:IMFOIEKC_01466	IMFOIEKC_01466:IMFOIEKC_01466	gnl|X|IMFOIEKC_1	1583421	1584293	1	873	873	-1
IMFOIEKC_01467:fldA_1	IMFOIEKC_01467:fldA_1	IMFOIEKC_01467:fldA_1	gnl|X|IMFOIEKC_1	1584556	1585788	1	1233	1233	1
IMFOIEKC_01468:IMFOIEKC_01468	IMFOIEKC_01468:IMFOIEKC_01468	IMFOIEKC_01468:IMFOIEKC_01468	gnl|X|IMFOIEKC_1	1586076	1586363	1	288	288	1
IMFOIEKC_01469:IMFOIEKC_01469	IMFOIEKC_01469:IMFOIEKC_01469	IMFOIEKC_01469:IMFOIEKC_01469	gnl|X|IMFOIEKC_1	1586595	1588124	1	1530	1530	-1
IMFOIEKC_01470:IMFOIEKC_01470	IMFOIEKC_01470:IMFOIEKC_01470	IMFOIEKC_01470:IMFOIEKC_01470	gnl|X|IMFOIEKC_1	1588681	1589241	1	561	561	1
IMFOIEKC_01471:IMFOIEKC_01471	IMFOIEKC_01471:IMFOIEKC_01471	IMFOIEKC_01471:IMFOIEKC_01471	gnl|X|IMFOIEKC_1	1589315	1589770	1	456	456	1
IMFOIEKC_01472:IMFOIEKC_01472	IMFOIEKC_01472:IMFOIEKC_01472	IMFOIEKC_01472:IMFOIEKC_01472	gnl|X|IMFOIEKC_1	1589751	1590041	1	291	291	-1
IMFOIEKC_01473:msrP_1	IMFOIEKC_01473:msrP_1	IMFOIEKC_01473:msrP_1	gnl|X|IMFOIEKC_1	1590154	1591740	1	1587	1587	-1
IMFOIEKC_01474:IMFOIEKC_01474	IMFOIEKC_01474:IMFOIEKC_01474	IMFOIEKC_01474:IMFOIEKC_01474	gnl|X|IMFOIEKC_1	1592245	1592715	1	471	471	-1
IMFOIEKC_01475:IMFOIEKC_01475	IMFOIEKC_01475:IMFOIEKC_01475	IMFOIEKC_01475:IMFOIEKC_01475	gnl|X|IMFOIEKC_1	1592712	1593605	1	894	894	-1
IMFOIEKC_01476:malQ	IMFOIEKC_01476:malQ	IMFOIEKC_01476:malQ	gnl|X|IMFOIEKC_1	1593631	1595772	1	2142	2142	-1
IMFOIEKC_01477:eccB5_1	IMFOIEKC_01477:eccB5_1	IMFOIEKC_01477:eccB5_1	gnl|X|IMFOIEKC_1	1596199	1597716	1	1518	1518	1
IMFOIEKC_01478:eccC5_1	IMFOIEKC_01478:eccC5_1	IMFOIEKC_01478:eccC5_1	gnl|X|IMFOIEKC_1	1597755	1601882	1	4128	4128	1
IMFOIEKC_01479:IMFOIEKC_01479	IMFOIEKC_01479:IMFOIEKC_01479	IMFOIEKC_01479:IMFOIEKC_01479	gnl|X|IMFOIEKC_1	1601925	1603088	1	1164	1164	-1
IMFOIEKC_01480:IMFOIEKC_01480	IMFOIEKC_01480:IMFOIEKC_01480	IMFOIEKC_01480:IMFOIEKC_01480	gnl|X|IMFOIEKC_1	1603360	1603554	1	195	195	1
IMFOIEKC_01481:IMFOIEKC_01481	IMFOIEKC_01481:IMFOIEKC_01481	IMFOIEKC_01481:IMFOIEKC_01481	gnl|X|IMFOIEKC_1	1604033	1605298	1	1266	1266	1
IMFOIEKC_01482:IMFOIEKC_01482	IMFOIEKC_01482:IMFOIEKC_01482	IMFOIEKC_01482:IMFOIEKC_01482	gnl|X|IMFOIEKC_1	1605385	1605516	1	132	132	1
IMFOIEKC_01483:IMFOIEKC_01483	IMFOIEKC_01483:IMFOIEKC_01483	IMFOIEKC_01483:IMFOIEKC_01483	gnl|X|IMFOIEKC_1	1605527	1606747	1	1221	1221	1
IMFOIEKC_01484:IMFOIEKC_01484	IMFOIEKC_01484:IMFOIEKC_01484	IMFOIEKC_01484:IMFOIEKC_01484	gnl|X|IMFOIEKC_1	1607144	1607443	1	300	300	1
IMFOIEKC_01485:esxP_1	IMFOIEKC_01485:esxP_1	IMFOIEKC_01485:esxP_1	gnl|X|IMFOIEKC_1	1607701	1607997	1	297	297	1
IMFOIEKC_01486:esxN_1	IMFOIEKC_01486:esxN_1	IMFOIEKC_01486:esxN_1	gnl|X|IMFOIEKC_1	1608040	1608324	1	285	285	1
IMFOIEKC_01487:espG5	IMFOIEKC_01487:espG5	IMFOIEKC_01487:espG5	gnl|X|IMFOIEKC_1	1608433	1609335	1	903	903	1
IMFOIEKC_01488:eccD5	IMFOIEKC_01488:eccD5	IMFOIEKC_01488:eccD5	gnl|X|IMFOIEKC_1	1609596	1611107	1	1512	1512	1
IMFOIEKC_01489:mycP5	IMFOIEKC_01489:mycP5	IMFOIEKC_01489:mycP5	gnl|X|IMFOIEKC_1	1611115	1612914	1	1800	1800	1
IMFOIEKC_01490:eccE5	IMFOIEKC_01490:eccE5	IMFOIEKC_01490:eccE5	gnl|X|IMFOIEKC_1	1612934	1614142	1	1209	1209	1
IMFOIEKC_01491:eccA5	IMFOIEKC_01491:eccA5	IMFOIEKC_01491:eccA5	gnl|X|IMFOIEKC_1	1614139	1615971	1	1833	1833	1
IMFOIEKC_01492:lipY	IMFOIEKC_01492:lipY	IMFOIEKC_01492:lipY	gnl|X|IMFOIEKC_1	1616521	1616820	1	300	300	1
IMFOIEKC_01493:IMFOIEKC_01493	IMFOIEKC_01493:IMFOIEKC_01493	IMFOIEKC_01493:IMFOIEKC_01493	gnl|X|IMFOIEKC_1	1616839	1617969	1	1131	1131	1
IMFOIEKC_01494:IMFOIEKC_01494	IMFOIEKC_01494:IMFOIEKC_01494	IMFOIEKC_01494:IMFOIEKC_01494	gnl|X|IMFOIEKC_1	1617989	1619203	1	1215	1215	1
IMFOIEKC_01495:IMFOIEKC_01495	IMFOIEKC_01495:IMFOIEKC_01495	IMFOIEKC_01495:IMFOIEKC_01495	gnl|X|IMFOIEKC_1	1619221	1619556	1	336	336	1
IMFOIEKC_01496:IMFOIEKC_01496	IMFOIEKC_01496:IMFOIEKC_01496	IMFOIEKC_01496:IMFOIEKC_01496	gnl|X|IMFOIEKC_1	1620490	1621749	1	1260	1260	1
IMFOIEKC_01497:IMFOIEKC_01497	IMFOIEKC_01497:IMFOIEKC_01497	IMFOIEKC_01497:IMFOIEKC_01497	gnl|X|IMFOIEKC_1	1621827	1623230	1	1404	1404	1
IMFOIEKC_01498:IMFOIEKC_01498	IMFOIEKC_01498:IMFOIEKC_01498	IMFOIEKC_01498:IMFOIEKC_01498	gnl|X|IMFOIEKC_1	1623268	1623603	1	336	336	1
IMFOIEKC_01499:IMFOIEKC_01499	IMFOIEKC_01499:IMFOIEKC_01499	IMFOIEKC_01499:IMFOIEKC_01499	gnl|X|IMFOIEKC_1	1623693	1624001	1	309	309	1
IMFOIEKC_01500:IMFOIEKC_01500	IMFOIEKC_01500:IMFOIEKC_01500	IMFOIEKC_01500:IMFOIEKC_01500	gnl|X|IMFOIEKC_1	1624295	1625539	1	1245	1245	1
IMFOIEKC_01501:IMFOIEKC_01501	IMFOIEKC_01501:IMFOIEKC_01501	IMFOIEKC_01501:IMFOIEKC_01501	gnl|X|IMFOIEKC_1	1625577	1626962	1	1386	1386	1
IMFOIEKC_01502:IMFOIEKC_01502	IMFOIEKC_01502:IMFOIEKC_01502	IMFOIEKC_01502:IMFOIEKC_01502	gnl|X|IMFOIEKC_1	1626959	1627279	1	321	321	1
IMFOIEKC_01503:mgtC	IMFOIEKC_01503:mgtC	IMFOIEKC_01503:mgtC	gnl|X|IMFOIEKC_1	1627405	1628124	1	720	720	1
IMFOIEKC_01504:IMFOIEKC_01504	IMFOIEKC_01504:IMFOIEKC_01504	IMFOIEKC_01504:IMFOIEKC_01504	gnl|X|IMFOIEKC_1	1628156	1628968	1	813	813	1
IMFOIEKC_01505:IMFOIEKC_01505	IMFOIEKC_01505:IMFOIEKC_01505	IMFOIEKC_01505:IMFOIEKC_01505	gnl|X|IMFOIEKC_1	1629178	1629855	1	678	678	1
IMFOIEKC_01506:IMFOIEKC_01506	IMFOIEKC_01506:IMFOIEKC_01506	IMFOIEKC_01506:IMFOIEKC_01506	gnl|X|IMFOIEKC_1	1629950	1630318	1	369	369	-1
IMFOIEKC_01507:IMFOIEKC_01507	IMFOIEKC_01507:IMFOIEKC_01507	IMFOIEKC_01507:IMFOIEKC_01507	gnl|X|IMFOIEKC_1	1630425	1631126	1	702	702	1
IMFOIEKC_01508:IMFOIEKC_01508	IMFOIEKC_01508:IMFOIEKC_01508	IMFOIEKC_01508:IMFOIEKC_01508	gnl|X|IMFOIEKC_1	1631268	1631768	1	501	501	1
IMFOIEKC_01509:IMFOIEKC_01509	IMFOIEKC_01509:IMFOIEKC_01509	IMFOIEKC_01509:IMFOIEKC_01509	gnl|X|IMFOIEKC_1	1631818	1633311	1	1494	1494	1
IMFOIEKC_01510:bacA	IMFOIEKC_01510:bacA	IMFOIEKC_01510:bacA	gnl|X|IMFOIEKC_1	1633376	1635295	1	1920	1920	-1
IMFOIEKC_01511:ilvG_1	IMFOIEKC_01511:ilvG_1	IMFOIEKC_01511:ilvG_1	gnl|X|IMFOIEKC_1	1635389	1637032	1	1644	1644	1
