gene_id	n	annotation_id	gene_length	p	size	dn	ds	dn_ds	locus_tag	pos	gene_id_prokka	bonferroni	fdr	holm
ephD_1~~~ephD_4~~~ephD_6~~~ephD_5	1	IMFOIEKC_03547	930	0.7386545788046146	3	1	2	0.5	IMFOIEKC_03547:ephD_5	3.807902	ephD	1	0.7844471807251163	1
ephD_2~~~ephD_5	1	IMFOIEKC_02502	849	0.7062528929037168	2	1	1	1	IMFOIEKC_02502:ephD_4	2.692333	ephD	1	0.7655120764898609	1
ephD_6~~~ephD_4	7	IMFOIEKC_01980	1785	0.01640506214540165	6	7	1	7	IMFOIEKC_01980:ephD_2	2.128384	ephD	1	0.10509909732176016	1
ephG	1	IMFOIEKC_01946	432	0.46384924826282947	1	1	0	Inf	IMFOIEKC_01946:ephG	2.095579	ephG	1	0.6061578899355052	1
erp	2	IMFOIEKC_00261	1047	0.44576060753887753	3	2	1	2	IMFOIEKC_00261:erp	0.271016	erp	1	0.5923429321089975	1
espG3_1~~~espG3	3	IMFOIEKC_04282	882	0.13663669948151194	5	3	3	1	IMFOIEKC_04282:espG3	4.558932	espG3	1	0.318136662493662	1
espG5_2	2	IMFOIEKC_01487	903	0.37422293567440623	5	2	3	0.6666666666666666	IMFOIEKC_01487:espG5	1.608433	espG5	1	0.5380133155930775	1
espI~~~espI_1	3	IMFOIEKC_00310	924	0.15061304203576303	6	3	3	1	IMFOIEKC_00310:espI	0.321053	espI	1	0.33415020731787215	1
espR	1	IMFOIEKC_00288	399	0.4377021917554232	2	1	1	1	IMFOIEKC_00288:espR	0.294772	espR	1	0.5855845961006341	1
esxF	2	IMFOIEKC_04064	309	0.07425463328228717	2	2	0	Inf	IMFOIEKC_04064:esxF	4.340403	esxF	1	0.23499056637125415	1
esxG	1	IMFOIEKC_04284	294	0.34571839715657876	3	1	2	0.5	IMFOIEKC_04284:esxG	4.560165	esxG	1	0.5233930777317658	1
esxR	1	IMFOIEKC_04283	291	0.3428800372613429	3	1	2	0.5	IMFOIEKC_04283:esxR	4.559834	esxR	1	0.5217125859830128	1
esxT_2~~~esxT	1	IMFOIEKC_03810	297	0.34854449705767077	1	1	0	Inf	IMFOIEKC_03810:esxT	4.090278	esxT	1	0.5256517965195111	1
esxU~~~esxU_2	1	IMFOIEKC_03811	369	0.4128272257784898	1	1	0	Inf	IMFOIEKC_03811:esxU	4.09059	esxU	1	0.5657527894146955	1
etfA_1~~~etfA	3	IMFOIEKC_00824	957	0.16189864610568933	5	3	2	1.5	IMFOIEKC_00824:etfA	0.815092	etfA	1	0.3480931326910865	1
ethA_1	1	IMFOIEKC_03998	1521	0.8886053427569867	2	1	1	1	IMFOIEKC_03998:ethA_2	4.276777	ethA	1	0.8977192437083403	1
ethA_2	3	IMFOIEKC_00294	1470	0.35605948338303434	4	3	4	0.75	IMFOIEKC_00294:ethA_1	0.298112	ethA	1	0.5311932331979358	1
ethR_2~~~ethR	1	IMFOIEKC_00295	642	0.6040044707849164	3	1	2	0.5	IMFOIEKC_00295:ethR	0.299659	ethR	1	0.7125082679319074	1
ettA_2	3	IMFOIEKC_02603	1677	0.43544812805110206	3	3	2	1.5	IMFOIEKC_02603:ettA_2	2.816354	ettA	1	0.5837688360370776	1
exoA	3	IMFOIEKC_04149	819	0.11657918591332492	4	3	2	1.5	IMFOIEKC_04149:exoA	4.420227	exoA	1	0.2939660751990401	1
fabD	4	IMFOIEKC_02209	864	0.0379601219816018	5	4	2	2	IMFOIEKC_02209:fabD	2.368382	fabD	1	0.16012626337494823	1
fabG1~~~bacC_2	3	IMFOIEKC_03369	807	0.11289294492754043	2	3	1	3	IMFOIEKC_03369:bacC_6	3.638901	bacC	1	0.28968032792372767	1
fabG2_2	2	IMFOIEKC_00547	789	0.31502615814552276	5	2	3	0.6666666666666666	IMFOIEKC_00547:fabG2_2	0.547408	fabG2	1	0.5035306543989289	1
fabG2_4	1	IMFOIEKC_01677	762	0.666963215468966	1	1	0	Inf	IMFOIEKC_01677:fabG2_3	1.809112	fabG2	1	0.749738964036441	1
fabG3_2~~~fabG3_4	4	IMFOIEKC_01720	783	0.027999372009941608	3	4	1	4	IMFOIEKC_01720:fabG3_1	1.85085	fabG3	1	0.13370869814387584	1
fabG_1	4	IMFOIEKC_04585	762	0.02570508350151397	7	4	4	1	IMFOIEKC_04585:fabG_13	4.887123	fabG	1	0.13084061803640748	1
fabG_15~~~fabG_11~~~fabG_14~~~fabG_12~~~fabG_13~~~fabG_6~~~fabG_4	1	IMFOIEKC_03361	810	0.6892486860875224	3	1	2	0.5	IMFOIEKC_03361:fabG_11	3.629841	fabG	1	0.7601511051602068	1
fabG_16~~~fabG_7~~~fabG_3	7	IMFOIEKC_04187	747	1.315666459319503e-4	6	7	1	7	IMFOIEKC_04187:fabG_12	4.457376	fabG	0.20734903398875368	0.008639543082864737	0.2043230011323188
fabG_1~~~fabG_6	3	IMFOIEKC_01412	888	0.13860523969758334	3	3	1	3	IMFOIEKC_01412:fabG_4	1.527254	fabG	1	0.32020276155514593	1
fabG_4~~~fabG_12~~~fabG_15~~~fabG_5	3	IMFOIEKC_01693	711	0.08512915824791192	1	3	0	Inf	IMFOIEKC_01693:fabG_5	1.822216	fabG	1	0.2531387799975645	1
fabG_4~~~fabG_23	3	IMFOIEKC_02854	771	0.1021115409762292	2	3	0	Inf	IMFOIEKC_02854:fabG_10	3.101383	fabG	1	0.27462079962207714	1
fabH_1	2	IMFOIEKC_03844	1026	0.4356041568398498	4	2	2	1	IMFOIEKC_03844:fabH_1	4.123189	fabH	1	0.5837688360370776	1
fabH_1~~~fabH_2	4	IMFOIEKC_04033	957	0.0515915528923792	3	4	1	4	IMFOIEKC_04033:fabH_2	4.311812	fabH	1	0.1865220022894042	1
fadA5	2	IMFOIEKC_00532	1161	0.499021519839393	4	2	2	1	IMFOIEKC_00532:fadA5	0.532043	fadA5	1	0.6330937458357976	1
fadA5_1~~~pcaF_1	1	IMFOIEKC_00521	1161	0.8127341459933782	2	1	2	0.5	IMFOIEKC_00521:pcaF_1	0.52304	pcaF	1	0.8366224781747643	1
fadA_10~~~fadA_5	2	IMFOIEKC_03613	1176	0.505781718817845	5	2	3	0.6666666666666666	IMFOIEKC_03613:fadA_6	3.879123	fadA	1	0.6376895910855389	1
fadA_1~~~fadA_3	2	IMFOIEKC_01700	1212	0.5217611185376294	2	2	0	Inf	IMFOIEKC_01700:fadA_1	1.829215	fadA	1	0.6484980463843091	1
fadA_7	6	IMFOIEKC_02976	1149	0.0071262790662731555	3	6	0	Inf	IMFOIEKC_02976:fadA_3	3.238404	fadA	1	0.06889074924593004	1
fadA_7~~~fadA_4	1	IMFOIEKC_02272	1176	0.8167437329326004	3	1	2	0.5	IMFOIEKC_02272:fadA_2	2.431	fadA	1	0.8380131009777202	1
fadA_7~~~paaJ	1	IMFOIEKC_03346	1155	0.8111058538130919	1	1	0	Inf	IMFOIEKC_03346:paaJ	3.615544	paaJ	1	0.8365856188543408	1
fadB2_2~~~fadB2	2	IMFOIEKC_04103	834	0.33859848042093954	4	2	3	0.6666666666666666	IMFOIEKC_04103:fadB2	4.375849	fadB2	1	0.5180885486829133	1
fadD3_3~~~hcl~~~fadD3_1~~~fadD3_2	5	IMFOIEKC_02720	1557	0.07763428074800013	4	5	2	2.5	IMFOIEKC_02720:fadD3_2	2.955808	fadD3	1	0.24180163331788182	1
fadD3_5~~~fadD3_4	3	IMFOIEKC_03286	1431	0.34086063062224103	6	3	3	1	IMFOIEKC_03286:fadD3_3	3.562387	fadD3	1	0.5200351925078914	1
fadD3_5~~~menE_8	2	IMFOIEKC_03392	1404	0.6009470225746082	5	2	7	0.2857142857142857	IMFOIEKC_03392:menE_3	3.663002	menE	1	0.7104970049344205	1
fadD3_6~~~lcfB_5	5	IMFOIEKC_00933	1548	0.07618388026523856	5	5	3	1.6666666666666667	IMFOIEKC_00933:lcfB_1	0.925572	lcfB	1	0.23869939423064807	1
fadI	4	IMFOIEKC_04331	1284	0.11732334408017028	5	4	2	2	IMFOIEKC_04331:fadI	4.614012	fadI	1	0.2948920224962236	1
fadJ_1	1	IMFOIEKC_03051	1038	0.7763666212171279	3	1	3	0.3333333333333333	IMFOIEKC_03051:fadJ_2	3.315127	fadJ	1	0.8113751956486694	1
fadJ_3	7	IMFOIEKC_03275	2148	0.03877003817794172	6	7	5	1.4	IMFOIEKC_03275:fadJ_3	3.55234	fadJ	1	0.1603716014919584	1
fadJ_3~~~fadJ_4	3	IMFOIEKC_03289	756	0.09774691742394408	2	3	0	Inf	IMFOIEKC_03289:fadJ_4	3.565622	fadJ	1	0.26884666991297707	1
fadJ_4~~~fadJ_2	2	IMFOIEKC_01701	2133	0.8121661856158165	5	2	5	0.4	IMFOIEKC_01701:fadJ_1	1.830433	fadJ	1	0.8366224781747643	1
fadK_3~~~fadK_1	10	IMFOIEKC_04543	1617	1.6128213203799982e-4	9	10	4	2.5	IMFOIEKC_04543:fadK_3	4.843299	fadK	0.25418064009188773	0.009414097781181028	0.2499873046588997
fadK_3~~~fadK_4	6	IMFOIEKC_02283	1452	0.0202461605308335	5	6	2	3	IMFOIEKC_02283:fadK_1	2.442279	fadK	1	0.11730863601688822	1
fbiA_2~~~fbiA	2	IMFOIEKC_03652	1014	0.42975520326870204	2	2	0	Inf	IMFOIEKC_03652:fbiA	3.918918	fbiA	1	0.580372065425428	1
fbiB_2	5	IMFOIEKC_03653	1350	0.04807797746581972	6	5	4	1.25	IMFOIEKC_03653:fbiB_2	3.919928	fbiB	1	0.18170477814420113	1
fbiC	3	IMFOIEKC_02940	2439	0.6827028365353166	5	3	4	0.75	IMFOIEKC_02940:fbiC	3.201699	fbiC	1	0.7587726871506764	1
fbiD	1	IMFOIEKC_00866	663	0.615823656136332	1	1	0	Inf	IMFOIEKC_00866:fbiD	0.860023	fbiD	1	0.7197879515735518	1
fbpA	3	IMFOIEKC_00255	1044	0.19276261126626065	3	3	1	3	IMFOIEKC_00255:fbpA	0.262807	fbpA	1	0.39098310856580026	1
fbpB	3	IMFOIEKC_01587	993	0.1744873275044321	3	3	1	3	IMFOIEKC_01587:fbpB	1.717077	fbpB	1	0.36618110151818856	1
fbpC_1~~~fbpC	3	IMFOIEKC_04513	1059	0.19822614591644352	4	3	2	1.5	IMFOIEKC_04513:fbpC	4.816204	fbpC	1	0.39620322889156995	1
fda	2	IMFOIEKC_04601	894	0.3696182955655336	3	2	1	2	IMFOIEKC_04601:fda	4.905145	fda	1	0.5373786289771965	1
fdhA_1	4	IMFOIEKC_00097	582	0.010689580336944659	5	4	2	2	IMFOIEKC_00097:napA_1	0.096846	napA	1	0.0838148189603223	1
fdhA~~~fdnG~~~fdhA_2	13	IMFOIEKC_00096	2664	1.879608440339413e-4	7	13	3	4.333333333333333	IMFOIEKC_00096:fdhA	0.094113	fdhA	0.29622629019749147	0.009874209673249717	0.2907754257205072
fdhD~~~fdhD_2	1	IMFOIEKC_00923	819	0.6932580898159119	4	1	4	0.25	IMFOIEKC_00923:fdhD	0.918346	fdhD	1	0.7612398147295869	1
fdnH	4	IMFOIEKC_00095	975	0.05450006045936883	6	4	2	2	IMFOIEKC_00095:fdnH	0.093139	fdnH	1	0.19215233844287533	1
fdxA_3	3	IMFOIEKC_02937	327	0.012342124506119262	4	3	1	3	IMFOIEKC_02937:fdxA_4	3.19981	fdxA	1	0.09201692644395919	1
feaB_2~~~feaB~~~styD_3	11	IMFOIEKC_02024	1368	7.3623321371104165e-6	9	11	1	11	IMFOIEKC_02024:feaB	2.177354	feaB	0.011603035448086016	9.669196206738348e-4	0.011522049794577802
fetA	4	IMFOIEKC_00585	687	0.018458377494911686	4	4	0	Inf	IMFOIEKC_00585:fetA	0.584811	fetA	1	0.11132786356476608	1
fetB	6	IMFOIEKC_00586	783	0.0011082059911613964	5	6	1	6	IMFOIEKC_00586:fetB	0.585494	fetB	1	0.029108877367839344	1
ffh	4	IMFOIEKC_00906	1554	0.1890265890467532	4	4	0	Inf	IMFOIEKC_00906:ffh	0.903755	ffh	1	0.38588847712135116	1
fgd1_2	2	IMFOIEKC_04182	1011	0.42828791736695004	2	2	0	Inf	IMFOIEKC_04182:fgd1_4	4.453608	fgd1	1	0.5788865847086735	1
fgd1_3	1	IMFOIEKC_01540	924	0.7363821586245265	1	1	0	Inf	IMFOIEKC_01540:fgd1_3	1.669414	fgd1	1	0.7836180162000362	1
fgd1_4~~~fgd1_2	2	IMFOIEKC_00093	987	0.41647854850642096	2	2	0	Inf	IMFOIEKC_00093:fgd1_1	0.091022	fgd1	1	0.5677942841229408	1
fgd2~~~fgd2_2	6	IMFOIEKC_04527	954	0.0029496139121243845	4	6	0	Inf	IMFOIEKC_04527:fgd2	4.826553	fgd2	1	0.04714355005071221	1
fgd_10~~~fgd1_1~~~fgd1_3	6	IMFOIEKC_00761	957	0.0029948804537571843	6	6	3	2	IMFOIEKC_00761:fgd1_2	0.749449	fgd1	1	0.04714355005071221	1
fgd_10~~~fgd_4~~~fgd_8~~~fgd_15	2	IMFOIEKC_03270	957	0.40154541295007806	4	2	2	1	IMFOIEKC_03270:fgd_8	3.547848	fgd	1	0.5560945261944842	1
fgd_19~~~fgd_13~~~fgd_3~~~fgd_4	7	IMFOIEKC_01119	897	3.9326423900150906e-4	5	7	1	7	IMFOIEKC_01119:fgd_2	1.114778	fgd	0.6197844406663783	0.014413591643404146	0.6032673426283149
fgd_2~~~fgd_6	2	IMFOIEKC_02807	879	0.36191419777431094	2	2	0	Inf	IMFOIEKC_02807:fgd_6	3.047976	fgd	1	0.5335610623875716	1
fgd_4~~~fgd_7	3	IMFOIEKC_01575	882	0.13663669948151194	3	3	0	Inf	IMFOIEKC_01575:fgd_3	1.70696	fgd	1	0.318136662493662	1
fgd_8~~~fgd_10	6	IMFOIEKC_03214	819	0.0013894873822285069	5	6	0	Inf	IMFOIEKC_03214:fgd_7	3.491528	fgd	1	0.03220341344694304	1
fgd_8~~~fgd_5	4	IMFOIEKC_03332	942	0.04923442413627991	4	4	3	1.3333333333333333	IMFOIEKC_03332:fgd_9	3.604035	fgd	1	0.18430748797809296	1
fgd_9	1	IMFOIEKC_00424	858	0.7100429034158757	2	1	1	1	IMFOIEKC_00424:fgd_1	0.429096	fgd	1	0.768035426069609	1
fhaA	6	IMFOIEKC_00022	1554	0.02697679826792573	6	6	2	3	IMFOIEKC_00022:fhaA	0.024876	fhaA	1	0.13369633355424826	1
fldA_4	3	IMFOIEKC_02700	1227	0.2614818444677426	4	3	5	0.6	IMFOIEKC_02700:fldA_3	2.934235	fldA	1	0.4589679085215387	1
fldA_6~~~smtA	2	IMFOIEKC_01698	819	0.33076627658547064	3	2	1	2	IMFOIEKC_01698:yfdE_1	1.82722	yfdE	1	0.5139925879139993	1
fmt	6	IMFOIEKC_01086	954	0.0029496139121243845	6	6	2	3	IMFOIEKC_01086:fmt	1.078269	fmt	1	0.04714355005071221	1
folA	2	IMFOIEKC_01962	546	0.18684086808809644	4	2	2	1	IMFOIEKC_01962:folA	2.110316	folA	1	0.38291444487235365	1
folB~~~folB_2	2	IMFOIEKC_00462	402	0.11537760110954062	2	2	0	Inf	IMFOIEKC_00462:folB	0.465058	folB	1	0.29328241830425167	1
folC	7	IMFOIEKC_02574	1458	0.005917335416764269	7	7	4	1.75	IMFOIEKC_02574:folC	2.782661	folC	1	0.06476194872792006	1
folD	5	IMFOIEKC_03748	846	0.00829777897238079	4	5	1	5	IMFOIEKC_03748:folD	4.019761	folD	1	0.07388304892922104	1
folE	1	IMFOIEKC_00460	615	0.5882725236383708	2	1	1	1	IMFOIEKC_00460:folE	0.463628	folE	1	0.7012991658502817	1
folK	1	IMFOIEKC_00463	549	0.547134962463759	1	1	0	Inf	IMFOIEKC_00463:folK	0.465456	folK	1	0.6696597446226645	1
folP1	2	IMFOIEKC_00461	804	0.3229079668089941	3	2	1	2	IMFOIEKC_00461:folP1	0.464262	folP1	1	0.5099228012935618	1
folP2~~~folP2_1	5	IMFOIEKC_02900	876	0.009538463891535382	8	5	4	1.25	IMFOIEKC_02900:folP2	3.150745	folP2	1	0.07911904785820927	1
fpg1_2~~~fpg1	5	IMFOIEKC_00895	852	0.008536424680200229	4	5	0	Inf	IMFOIEKC_00895:fpg1	0.888949	fpg1	1	0.07491260558912624	1
fprA	3	IMFOIEKC_00683	1368	0.3162621098377922	5	3	2	1.5	IMFOIEKC_00683:fprA	0.682112	fprA	1	0.5049940071979336	1
fprB~~~fprB_2	3	IMFOIEKC_03241	1701	0.4444378143555552	3	3	0	Inf	IMFOIEKC_03241:fprB	3.521573	fprB	1	0.5917741969403436	1
frc_1~~~fldA_6~~~frc_4~~~fldA_7	3	IMFOIEKC_01467	1233	0.26379323797074233	3	3	0	Inf	IMFOIEKC_01467:fldA_1	1.584556	fldA	1	0.4603966146643299	1
frc_4	6	IMFOIEKC_03362	2448	0.14667944068713065	8	6	3	2	IMFOIEKC_03362:frc_3	3.630657	frc	1	0.3288290163910639	1
frc_4~~~fldA_6	4	IMFOIEKC_04453	1179	0.09336879473273887	3	4	1	4	IMFOIEKC_04453:fldA_5	4.754373	fldA	1	0.2653936482331091	1
frc_4~~~fldA_7~~~frc_2~~~fldA_5	4	IMFOIEKC_03311	1206	0.09928793815215073	4	4	3	1.3333333333333333	IMFOIEKC_03311:fldA_4	3.58467	fldA	1	0.27119201131332676	1
frc_5~~~frc_7~~~frc_1	6	IMFOIEKC_04591	2331	0.12487761825117757	6	6	4	1.5	IMFOIEKC_04591:frc_5	4.892112	frc	1	0.3031597919377711	1
frc_8~~~frc_1~~~frc_3~~~frc_2	4	IMFOIEKC_04373	1191	0.09597834868771739	3	4	1	4	IMFOIEKC_04373:frc_4	4.663385	frc	1	0.2658705163227908	1
frr	2	IMFOIEKC_02039	558	0.1930593350810014	2	2	0	Inf	IMFOIEKC_02039:frr	2.195014	frr	1	0.3910816350741108	1
ftsH_1~~~ftsH_4~~~ftsH_2	6	IMFOIEKC_04137	2169	0.09755331905605509	7	6	4	1.5	IMFOIEKC_04137:ftsH_2	4.410003	ftsH	1	0.26884666991297707	1
ftsH_3~~~ftsH_1~~~ftsH_2	9	IMFOIEKC_00459	2400	0.009264334972099315	5	9	2	4.5	IMFOIEKC_00459:ftsH_1	0.461212	ftsH	1	0.0780656495479585	1
ftsK_2~~~ftsK	5	IMFOIEKC_01953	2520	0.3004875685117469	9	5	8	0.625	IMFOIEKC_01953:ftsK	2.099893	ftsK	1	0.49318466476271167	1
ftsQ	1	IMFOIEKC_02109	945	0.7442502982859327	4	1	3	0.3333333333333333	IMFOIEKC_02109:ftsQ	2.258149	ftsQ	1	0.7893260229465882	1
ftsW	5	IMFOIEKC_02112	1833	0.1289975140482004	7	5	2	2.5	IMFOIEKC_02112:ftsW	2.2618	ftsW	1	0.30954320960942605	1
ftsX	1	IMFOIEKC_00688	894	0.7247202158977726	2	1	3	0.3333333333333333	IMFOIEKC_00688:ftsX	0.686981	ftsX	1	0.777507869472355	1
ftsY_3~~~ftsY~~~ftsY_1~~~ftsY_2	3	IMFOIEKC_00900	1287	0.2846950148874642	4	3	1	3	IMFOIEKC_00900:ftsY	0.8952	ftsY	1	0.4786987593114784	1
ftsZ_2~~~ftsZ	2	IMFOIEKC_02108	1161	0.499021519839393	5	2	3	0.6666666666666666	IMFOIEKC_02108:ftsZ	2.256718	ftsZ	1	0.6330937458357976	1
fucA_2	2	IMFOIEKC_01014	798	0.3197579130074713	3	2	2	1	IMFOIEKC_01014:fucA_1	1.003506	fucA	1	0.506980353017882	1
fumC	5	IMFOIEKC_03026	1413	0.05622543136599951	4	5	1	5	IMFOIEKC_03026:fumC	3.28832	fumC	1	0.19517903046875598	1
fusA	10	IMFOIEKC_03913	2106	0.001211360283419309	8	10	5	2	IMFOIEKC_03913:fusA	4.183439	fusA	1	0.030791996881755334	1
gabD1_2~~~gabD1	7	IMFOIEKC_04352	1419	0.005132881127041468	5	7	2	3.5	IMFOIEKC_04352:gabD1	4.640248	gabD1	1	0.06128348981982844	1
gabD~~~aldY~~~aldHT	2	IMFOIEKC_03693	1530	0.6472937733951523	4	2	4	0.5	IMFOIEKC_03693:gabD	3.960658	gabD	1	0.7328555940163506	1
gabP	4	IMFOIEKC_04047	1356	0.13513039554368267	4	4	2	2	IMFOIEKC_04047:gabP	4.32372	gabP	1	0.3164420555376581	1
gabT_2~~~gabT	4	IMFOIEKC_00987	1350	0.13360634589217443	4	4	1	4	IMFOIEKC_00987:gabT	0.972667	gabT	1	0.314266380909049	1
gadA	2	IMFOIEKC_03797	1380	0.5916137224687714	2	2	0	Inf	IMFOIEKC_03797:gadA	4.076625	gadA	1	0.7031547711996861	1
galK~~~galK_1	4	IMFOIEKC_03986	1092	0.075495251255591	7	4	5	0.8	IMFOIEKC_03986:galK	4.263598	galK	1	0.23774022202344078	1
galP	3	IMFOIEKC_03732	1353	0.3104058640024082	4	3	1	3	IMFOIEKC_03732:galP	4.002364	galP	1	0.49867445633822155	1
galT_1~~~galT	1	IMFOIEKC_03987	1173	0.8159487430739	5	1	5	0.2	IMFOIEKC_03987:galT	4.264686	galT	1	0.8377428137358087	1
gap_2	4	IMFOIEKC_01383	786	0.02833674186551683	6	4	3	1.3333333333333333	IMFOIEKC_01383:gap_2	1.465554	gap	1	0.13370869814387584	1
gatA	5	IMFOIEKC_00840	1482	0.06600291275430782	5	5	1	5	IMFOIEKC_00840:gatA	0.831696	gatA	1	0.21807251677314282	1
gatB	5	IMFOIEKC_00843	1512	0.07053087337550569	4	5	0	Inf	IMFOIEKC_00843:gatB	0.835518	gatB	1	0.22746513099938792	1
gatC	1	IMFOIEKC_00839	297	0.34854449705767077	1	1	0	Inf	IMFOIEKC_00839:gatC	0.831403	gatC	1	0.5256517965195111	1
gatD_1~~~gatD	2	IMFOIEKC_00128	708	0.27218112765983143	4	2	3	0.6666666666666666	IMFOIEKC_00128:gatD	0.130226	gatD	1	0.46473722664128864	1
gcoA~~~yjiB_2	3	IMFOIEKC_02699	1203	0.25226328374944	2	3	2	1.5	IMFOIEKC_02699:yjiB_3	2.933022	yjiB	1	0.45126780384689835	1
gcvH	2	IMFOIEKC_01517	399	0.11397403872168335	3	2	1	2	IMFOIEKC_01517:gcvH	1.642283	gcvH	1	0.29112331446575845	1
gcvP~~~gcvP_1	5	IMFOIEKC_01522	2826	0.3863357465536049	7	5	3	1.6666666666666667	IMFOIEKC_01522:gcvP	1.646077	gcvP	1	0.5452268740211582	1
gcvT_2	2	IMFOIEKC_02164	1104	0.4727982920648773	5	2	3	0.6666666666666666	IMFOIEKC_02164:gcvT_1	2.319006	gcvT	1	0.6120945756580616	1
gcvT_2~~~gcvT_1	6	IMFOIEKC_03460	1095	0.005694779158595876	6	6	1	6	IMFOIEKC_03460:gcvT_2	3.722851	gcvT	1	0.06456814355357626	1
gdh_2	1	IMFOIEKC_03010	738	0.6552281332130154	2	1	1	1	IMFOIEKC_03010:gdh_2	3.274066	gdh	1	0.7413062009646176	1
gdh_2~~~gdh_1	14	IMFOIEKC_02602	4854	0.012867053849456562	11	14	11	1.2727272727272727	IMFOIEKC_02602:gdh_1	2.811422	gdh	1	0.09302053608597956	1
geoB_1~~~geoB_4	3	IMFOIEKC_00735	1443	0.3455410938236195	2	3	0	Inf	IMFOIEKC_00735:geoB_1	0.723445	geoB	1	0.5233930777317658	1
geoB_4~~~ald_6	8	IMFOIEKC_02912	1461	0.0015218160366789032	6	8	0	Inf	IMFOIEKC_02912:ald_3	3.166935	ald	1	0.033780029208534526	1
geoB_4~~~geoB_1~~~geoB_2	4	IMFOIEKC_02647	1467	0.16453598724320867	5	4	2	2	IMFOIEKC_02647:geoB_2	2.873971	geoB	1	0.35136682370636435	1
glbN	1	IMFOIEKC_01220	408	0.44495712143039795	1	1	0	Inf	IMFOIEKC_01220:glbN	1.266194	glbN	1	0.5917741969403436	1
glcA_1~~~glcA_2	2	IMFOIEKC_01642	822	0.3323348870731097	2	2	0	Inf	IMFOIEKC_01642:glcA_1	1.769362	glcA	1	0.5139925879139993	1
glcB_2~~~glcB_1~~~glcB	9	IMFOIEKC_01526	2205	0.005512747272706281	5	9	4	2.25	IMFOIEKC_01526:glcB	1.653029	glcB	1	0.06295717175206593	1
glcK~~~glkA	1	IMFOIEKC_03932	921	0.7352385496564964	3	1	2	0.5	IMFOIEKC_03932:glkA	4.206724	glkA	1	0.7829296988234042	1
glf	4	IMFOIEKC_00260	1248	0.10883049075049485	6	4	4	1	IMFOIEKC_00260:glf	0.269553	glf	1	0.2834989312773221	1
glfT2	5	IMFOIEKC_00259	1887	0.14050115762907409	7	5	4	1.25	IMFOIEKC_00259:glfT2	0.267616	glfT2	1	0.32156658836287283	1
glgB_1~~~glgB	6	IMFOIEKC_02757	2196	0.10186584256064402	9	6	7	0.8571428571428571	IMFOIEKC_02757:glgB	2.993882	glgB	1	0.27462079962207714	1
glgE	14	IMFOIEKC_02756	2085	3.5115609782838675e-6	7	14	3	4.666666666666667	IMFOIEKC_02756:glgE	2.991763	glgE	0.005534220101775375	6.917775127219219e-4	0.005509639174927388
glgP_3~~~glgP_2~~~glgP	2	IMFOIEKC_02755	2616	0.8904467646022419	2	2	4	0.5	IMFOIEKC_02755:glgP	2.988842	glgP	1	0.8990032677854795	1
glgX_1~~~glgX_2	7	IMFOIEKC_01239	2145	0.038530289145767706	6	7	1	7	IMFOIEKC_01239:glgX_1	1.287525	glgX	1	0.16022093850588365	1
glgX_4~~~glgX_2	5	IMFOIEKC_03524	2151	0.20245457665922584	6	5	4	1.25	IMFOIEKC_03524:glgX_2	3.78712	glgX	1	0.40083971459163303	1
glmM_2~~~glmM	3	IMFOIEKC_03807	1335	0.3033825894985987	5	3	2	1.5	IMFOIEKC_03807:glmM	4.087618	glmM	1	0.4938523989790502	1
glmS_1~~~glmS	6	IMFOIEKC_03801	1950	0.0663104299728276	6	6	4	1.5	IMFOIEKC_03801:glmS	4.081325	glmS	1	0.2186302042618751	1
glmU	5	IMFOIEKC_03091	1473	0.06467713580562043	5	5	3	1.6666666666666667	IMFOIEKC_03091:glmU	3.356915	glmU	1	0.21595586023232582	1
glmU_2~~~cugP	2	IMFOIEKC_03656	1077	0.4600895717767535	4	2	3	0.6666666666666666	IMFOIEKC_03656:cugP	3.923489	cugP	1	0.6037478477270304	1
glnA1_2~~~glnA1	2	IMFOIEKC_02175	1437	0.6135154600497952	2	2	1	2	IMFOIEKC_02175:glnA1	2.330802	glnA1	1	0.7183509398502803	1
glnA2	5	IMFOIEKC_02179	1341	0.04697488038668531	5	5	3	1.6666666666666667	IMFOIEKC_02179:glnA2	2.336967	glnA2	1	0.18012752187205852	1
glnD_1~~~glnD_2~~~glnD	8	IMFOIEKC_00903	2445	0.027830724028502143	11	8	8	1	IMFOIEKC_00903:glnD	0.898446	glnD	1	0.13370869814387584	1
glnE~~~glnE_2	8	IMFOIEKC_02178	2997	0.07283246544563786	8	8	6	1.3333333333333333	IMFOIEKC_02178:glnE	2.333905	glnE	1	0.2323562055512657	1
glnQ	3	IMFOIEKC_00357	747	0.09516547136384859	4	3	2	1.5	IMFOIEKC_00357:glnQ	0.366316	glnQ	1	0.2658705163227908	1
gloB_2	1	IMFOIEKC_00066	804	0.6865466775599052	2	1	2	0.5	IMFOIEKC_00066:gloB_1	0.069708	gloB	1	0.7592965360241478	1
gloB_3	2	IMFOIEKC_02223	624	0.22765664561924756	1	2	1	2	IMFOIEKC_02223:gloB_3	2.383793	gloB	1	0.42712723035230254	1
gloC~~~gloB_3~~~gloB_1	4	IMFOIEKC_01310	738	0.02322633142950103	6	4	4	1	IMFOIEKC_01310:gloB_2	1.370116	gloB	1	0.12354978290073045	1
